id_article,titre_article,url_article,date_publication_article,categorie_article,date_scraping,id_commentaire,id_parent,type,auteur,date_publication,contenu,longueur_contenu,mots_contenu,nombre_reponses,contenu_propre,longueur_propre,mots_propre
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C002,,commentaire,Maldo,27 septembre 2023 23:12,Des capitaines qui dirigent des généraux.......où est l’esprit militaire ? Cela ne pourra que mal fonctionner si c’est pour durer.,130,20,4,capitaine diriger général l esprit militaire pouvoir mal fonctionner c durer,76,11
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C002R01,C002,reponse,Papa,28 septembre 2023 06:00,"Mon ami, sache que le Ghana compte plus de généraux que le Burkina Faso mais cela n’avait pas empêché Jerry Rawlings de diriger le Ghana . Si un SERGENT de notre armée fait l’affaire du peuple alors qu’il dirige le Burkina cela ne nous gêne pas. Arrêtez un iant soit peu vos haine contre le président Traoré qui ne demande qu’à ramener la paix au Faso.",352,66,0,ami sach ghana compte général burkina faso n empêcher jerry rawlings diriger ghana sergent armée l affaire peuple qu diriger burkina gêne arrêter iant haine contre président traoré demande qu ramener paix faso,209,33
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C002R02,C002,reponse,Mon avis,28 septembre 2023 07:55,"D’abord le Ghana n’est pas le Burkina !!! Ensuite vous dites : ""Si un SERGENT de notre armée fait l’affaire du peuple alors qu’il dirige le Burkina cela ne nous gêne pas"". Je n’ai pas souvenir qu’on ai demandé l’avis du peuple donc..... ; A moins que j’ai raté un épisode.....",276,51,0,d ghana n burkina ensuite dire sergent armée l affaire peuple qu diriger burkina gêne n souvenir que demander l avis peuple j rater épisode,139,25
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C002R03,C002,reponse,Gwandba,29 septembre 2023 08:22,"@Mon avis ""A moins que j’ai raté un épisode...."" Vous avez raté toute la série visiblement. Sinon comment comprendre que certains s’attendent, à ce jours que leurs regards sur les africains et l’Afrique restent ceux des colons et des nègres de maisons aux nœuds pap ?? Ce qui est normal pour vous serait que même pour planter un arbre, les africains demandent l’avis de l’autre. C’est terminé ce temps. Ils s’assument et n’ont que faire de ce que penser l’autre.",462,80,0,avis j rater épisode avoir rater série visiblement comprendre s attendre jour regard africain l afrique colon nègre maison n uds pap normal planter arbre africain demander l avis l c terminer temps s assument n faire penser l,225,39
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C002R04,C002,reponse,Renault HÉLIE,28 septembre 2023 08:13,"@Papa Messire Papa, vous comparez le BF au Ghana, mais allez jusqu’au bout, SVP ! Notez que Jerry RAWLINGS a eu l’intelligence de se convertir à la démocratie avant d’être putsché, lui !",186,33,0,messir papa comparer bf ghana aller bout svp noter jerry rawling l intelligence convertir démocratie d putscher,111,17
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C003,,commentaire,Moi MEME,27 septembre 2023 23:13,Il faut comprendre que les français ne vont pas rester les bras croisés et accepter leur déroute. Ils vont tout essayer. Cette tententive ne sera pas la dernière.,162,28,21,falloir comprendre français rester bras croiser accepter déroute essayer tententive dernier,91,11
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C003R01,C003,reponse,pff,28 septembre 2023 04:36,"....Et forcément certains accusent les Français, qui ne sont plus là. Il ne serait venu à l’esprit de personne que ce gouvernement déplaît au Burkina.",150,25,0,forcément accuser français venir l esprit gouvernement déplaire burkina,71,9
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C003R02,C003,reponse,Renault HÉLIE,28 septembre 2023 06:36,"On vous rassure tout de suite, à Paris plus aucun fonctionnaire ni officier ambitieux ne veut se voir affecter à un quelconque bureau sahélien ! Bureaux budgétivores, sources d’instabilité et d’emm**dements sans fin. Un brillant haut fonctionnaire sorti d’une grande école, ENA, Polytechnique, ça s’occupe des pays d’avenir, Europe de l’est, Inde, Vietnam, Indonésie, Maghreb, Asie, Amériques nord et sud. Qui va se défoncer pour une zone qui représente moins de 1/1500e de notre balance extérieure ? Le Mali va-t-il nous acheter sous-marins et avions à 30 milliards de Francs CFA pièce ? Vous allez être bientôt oubliés sur des étagères proches du toit dans de vieux immeubles d’archives dans de lointaines banlieues de Paris, comme le Yémen, la Syrie ou le Soudan ... Il paraît que c’était votre souhait le plus cher, non ?",825,135,0,rassurer suite pari aucun fonctionnaire officier ambitieux vouloir voir affecter bureau sahélien bureal budgétivore source d instabilité d emm dement fin brillant haut fonctionnaire sortir d grand école ena polytechnique s occuper pays d avenir europ l inde vietnam indonési maghreb asi amérique nord sud défoncer zone représenter e balance extérieur mali t acheter marin avion milliard franc cfa pièce aller bientôt oublier étagère proche toit vieux immeuble d archive lointaine banlieue pari yémen syrie soudan paraître c souhait cher non,540,81
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C003R03,C003,reponse,Peuple Insurgé,28 septembre 2023 08:07,"Bien dit Mr Hélie. Oui, notre plus grand souhait c’est d’être oublié par... vous, l’Occident. Afin que nous puissions être obligé de libérer notre génie et de compter enfin sur nos propres forces. Dieu merci, oubliez nous.",222,37,0,bien mr hélie oui grand souhait c d oublier l occident pouvoir obliger libérer génie compter propre force dieu oublier,118,20
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C003R04,C003,reponse,Avicenne,28 septembre 2023 17:21,"Pour votre pré - supposé GÉNIE, désolée mais même, à l’horizon, je ne le vois pas apparaître et cela avec la meilleure volonté au Monde ! Le journal « jeune Afrique « a été censuré car il parlait des problèmes aux seins de l’armée et voilà un nouveau putsch qui se préparait !! Pendant ce temps là, alors que tous les soldats de l’armée de métier devaient se concentrer sur La Défense de votre territoire et récupérer, reprendre les zones envahies, votre pays va de coup d’Etat en coup d’Etat ! Le pouvoir d’achat ? L’Education nationale, la santé… Ce sera pour plus tard ! Je plains votre pays sincèrement, vos jeunes peuvent toujours tenter la traversée de La Méditerranée pour venir dans mon pays que vous haïssez tant, la nouvelle loi sur l’émigration va encore durcir les conditions car ce qui arrive à vos enfants étudiants est un désastre pour eux et leurs parents surtout que nous savons tous très bien que au terme de leur cursus étudiants, et bien une infime partie d’entre- eux rentrera au pays car ils sont pas fous ! » des Hommes intègres « quelle blague ! Salut de mon pays, cet Hexagone que vous détestez si profondément sauf à avoir la chance d’y venir quitte à dormir à la rue sous une petite tente et attendre que des associations viennent vous nourrir sur le bord du trottoir. Aucune dignité !",1312,237,0,pré supposer génie désolé l horizon voir apparaître meilleur volonté monde journal jeune afrique être censurer parler problème sein l armée putsch préparer temps soldat l armée métier devoir concentrer défense territoire récupérer reprendre zone envahir pays coup d etat coup d etat pouvoir d achat l education national santé tard plaindre pays sincèremer jeune tenter traversée méditerranée venir pays haïr nouveau loi l émigration durcir condition arriver enfant étudiant désastre parent savoir bien terme cursu étudiant bien infime partie d rentrer pays fou homme intègre blagu salut pays hexagone détestez profondément chance d venir quitte dormir rue petit attendre association venir nourrir bord trottoir aucun dignité,724,107
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C003R05,C003,reponse,Gwandba,29 septembre 2023 08:59,"Avicenne Soignez votre myopie d’abord avant de chercher à voir quoi que ce soit nous concernant. D’autant que ne verrez que ce que nous choisissons de vous laisser voir. Utilisez votre bonne volonté de sorte à vous rendre utile pour les vôtres qui en ont gravement besoin. Quand à jeune Afrique qui devrait d’ailleurs changer d’appellation parce que là aussi, nous ne pouvons nous empêcher de voir une supercherie de nos descendants qui sont le reste du monde, tenter une énième arnaque mentale de nous cantonner dans un enfantillage qui leur sied mieux qu’à nous. Non madame. Ce torchon de jeune Afrique est sanctionné par ce que sa ligne est mauvaise pour tous même vous. Le sénat français en sait quelque chose de son correspondant Mohamed SIFAOUI avec les fonds marianne. Notre pays fait ce que bon lui semble et vous n’avez rien à dire. On ne vous le demande pas de toute manière même si nous comprenons que vous aussi êtes payé pour écrire sur ce forum. ""Le pouvoir d’achat ? L’Education nationale, la santé… Ce sera pour plus tard !"" Vous confondez les situations. La vie devient de plus en plus impossible pour beaucoup en occident. (certainement ce qui vous amène sur ce forum.) Mettez votre énergie à la recherche de solutions pour les vôtres au lieu de nous casser les pieds. Tachez d’avoir votre esprit plus ouvert la prochaine fois que vous intervenez sur ce forum et les autres en Afrique parce que personne n’est contre l’hexagone comme dites mais, l’opposition est face à la politique française en Afrique. Si vous ne comprenez pas cela, nous ferons en sorte que vous ayez une bonne et large compréhension.",1622,280,0,avicenn soigner myopie d chercher voir d autant voir choisir voir utiliser bon volonté sorte utile gravement besoin jeune afrique devoir d ailleurs changer d appellation pouvoir empêcher voir supercherie descendant monde tenter énième arnaqu mental cantonner enfantillage sied mieux que non monsieur torchon jeune afrique sanctionner ligne mauvais sénat français chose correspondant mohamed sifaoui fonds marian pays bon n avoir rien demande manière comprendre être payer écrir forum pouvoir d achat l education national santé tard confondre situation vie devenir impossible beaucoup occider certainement amène forum mettre énergie recherche solution lieu casser pied tacher d esprit prochain fois intervenir forum afrique n contre l hexagone dire l opposition face politique français afrique comprendre faire sorte avoir bon large compréhension,845,120
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C003R06,C003,reponse,kenfo,28 septembre 2023 08:44,"@ Renault HELIE : Vous etes averti, depuis belle lurette. On humilie pas le Faso, ni ses institutions. Meme dans les petites bagarres d’enfants et dans les jeux, il y a des interdits. Il en est de meme du forum fasonet. Parlez de tout ce que vous voulez, mais sans insulter ni humilier le faso.. Il faut savoir que meme si vous etes en Alaska, il nous est loisible d’y vous retrouver, sain et sauf !!! Kenfo",407,77,0,renault helie ete avertir bel lurette humilier faso institution petit bagarre d enfant jeu interdit forum fasonet parler vouloir insulter humilier faso falloir savoir ete alaska loisible d retrouver sain kenfo,209,31
https://lefaso.net/spip.php?article124600,"Burkina Faso : Une tentative de Coup d’Etat dejouée le 26 septembre 2023, selon le gouvernement",https://lefaso.net/spip.php?article124600,mercredi 27 septembre 2023 à 23h30min,Accueil>Actualités>Politique,2025-09-28T16:18:45.076751,C003R07,C003,reponse,kwiliga,28 septembre 2023 11:24,"Bonjour kenfo, Wahou, des menaces maintenant...! Mais vous allez faire quoi, si ce n’est vous frapper virilement le torse derrière votre écran ? N’arrivez-vous point à comprendre que certains se sentent excédés de ces récurrentes accusations à l’égard de la France, dans le seul but de masquer nos propres incapacités ? Même le communiqué du gouvernement évite, une fois n’est pas coutume, d’incriminer ""d’obscures officines étrangères"", mais les obsessionnels de la xénophobie anti-farancè, ne peuvent s’empêcher de proférer de sordides accusations, qui ne reposent que sur une vielle rancœur, qui finit peu à peu par se transformer en racisme.",645,99,0,bonjour kenfo wahou menace aller faire ne frapper virilement torse écran n arriver poindre comprendre sentir excéder récurrente accusatier l égard france but masquer propre incapaciter communiqué gouvernement éviter fois n coutume d incriminer d obscur officine étranger obsessionnel xénophobie anti farancè s empêcher proférer sordide accusation reposer vielle ranc ur finir transformer racisme,395,54
